"Name","Fill_rate","Normal_capacity","Reserve","Date"
"Bin El Ouidane","73.3","1215.5","890.5","2018-11-30"
"Bin El Ouidane","17.1","1215.5","207.7","2017-11-30"
"Al Hanssali","55.2","668.2","369.1","2018-11-30"
"Al Hanssali","35.2","668.2","235.4","2017-11-30"
"Al Massira","30.5","2657","809.8","2018-11-30"
"Al Massira","18","2657","477.9","2017-11-30"
"Oued El Makhazine","90.9","672.9","611.3","2018-12-01"
"Oued El Makhazine","45.4","672.9","305.8","2017-12-01"
"Hassan II","69.1","392.3","271.1","2018-12-01"
"Hassan II","16.8","392.3","66","2017-12-01"
"Oued ZA","97.7","94.9","92.7","2018-12-01"
"Oued ZA","17.3","94.9","16.4","2017-12-01"
"Mohamed V","98.8","239.5","236.6","2018-12-01"
"Mohamed V","7.7","239.5","18.4","2017-12-01"
"Idriss 1er","75.8","1129.6","856.3","2018-12-01"
"Idriss 1er","38.7","1129.6","437.2","2017-12-01"
"Al Wahda","59.4","3522.3","2091.8","2018-12-01"
"Al Wahda","42.2","3522.3","1485","2017-12-01"
"El Kensera","94.5","216.4","204.6","2018-12-01"
"El Kensera","40.2","216.4","87.1","2017-12-01"
"Bin El Ouidane","73.5","1215.5","893.5","2018-12-01"
"Bin El Ouidane","17.2","1215.5","208.8","2017-12-01"
"Al Hanssali","55.7","668.2","372","2018-12-01"
"Al Hanssali","35.9","668.2","240.1","2017-12-01"
"Al Massira","30.6","2657","812.3","2018-12-01"
"Al Massira","18","2657","478.8","2017-12-01"
"Oued El Makhazine","91.1","672.9","612.7","2018-12-02"
"Oued El Makhazine","45.5","672.9","306.3","2017-12-02"
"Hassan II","69.2","392.3","271.4","2018-12-02"
"Hassan II","16.8","392.3","66","2017-12-02"
"Oued ZA","97.8","94.9","92.8","2018-12-02"
"Oued ZA","17.5","94.9","16.6","2017-12-02"
"Mohamed V","97.8","239.5","234.2","2018-12-02"
"Mohamed V","9.5","239.5","22.7","2017-12-02"
"Idriss 1er","76","1129.6","858.2","2018-12-02"
"Idriss 1er","38.9","1129.6","439.9","2017-12-02"
"Al Wahda","59.5","3522.3","2097.2","2018-12-02"
"Al Wahda","42.3","3522.3","1489.4","2017-12-02"
"El Kensera","95","216.4","205.5","2018-12-02"
"El Kensera","41.7","216.4","90.3","2017-12-02"
"Bin El Ouidane","73.7","1215.5","896.2","2018-12-02"
"Bin El Ouidane","17.3","1215.5","210.5","2017-12-02"
"Al Hanssali","55.7","668.2","372","2018-12-02"
"Al Hanssali","36.2","668.2","241.6","2017-12-02"
"Al Massira","30.6","2657","812.3","2018-12-02"
"Al Massira","18.1","2657","481.6","2017-12-02"
"Oued El Makhazine","91.2","672.9","613.8","2018-12-03"
"Oued El Makhazine","45.6","672.9","306.5","2017-12-03"
"Hassan II","69.3","392.31","271.79","2018-12-03"
"Hassan II","16.8","392.31","66","2017-12-03"
"Oued ZA","97.9","94.9","92.9","2018-12-03"
"Oued ZA","13","94.9","12.4","2017-12-03"
"Mohamed V","96.8","239.5","231.8","2018-12-03"
"Mohamed V","9.8","239.5","23.4","2017-12-03"
"Idriss 1er","76","1129.6","858.7","2018-12-03"
"Idriss 1er","39","1129.6","440.3","2017-12-03"
"Al Wahda","59.5","3522.3","2097.2","2018-12-03"
"Al Wahda","42.3","3522.3","1490.1","2017-12-03"
"El Kensera","95.3","216.4","206.3","2018-12-03"
"El Kensera","41.9","216.4","90.7","2017-12-03"
"Bin El Ouidane","74","1215.5","899.2","2018-12-03"
"Bin El Ouidane","17.4","1215.5","211.9","2017-12-03"
"Al Hanssali","56.1","668.2","374.8","2018-12-03"
"Al Hanssali","36.3","668.2","242.6","2017-12-03"
"Al Massira","30.7","2657","814.8","2018-12-03"
"Al Massira","18.2","2657","483.9","2017-12-03"
"Oued El Makhazine","91.4","672.9","614.8","2018-12-04"
"Oued El Makhazine","45.6","672.9","306.5","2017-12-04"
"Hassan II","69.4","392.31","272.28","2018-12-04"
"Hassan II","16.8","392.31","66","2017-12-04"
"Oued ZA","97.9","94.9","92.9","2018-12-04"
"Oued ZA","13.2","94.9","12.5","2017-12-04"
"Mohamed V","96.8","239.5","231.8","2018-12-04"
"Mohamed V","10.1","239.5","24.2","2017-12-04"
"Idriss 1er","76.2","1129.6","860.2","2018-12-04"
"Idriss 1er","39","1129.6","441","2017-12-04"
"Al Wahda","59.6","3522.3","2098.1","2018-12-04"
"Al Wahda","42.3","3522.3","1490.1","2017-12-04"
"El Kensera","95.6","216.4","207","2018-12-04"
"El Kensera","42.1","216.4","91","2017-12-04"
"Bin El Ouidane","74.2","1215.5","901.9","2018-12-04"
"Bin El Ouidane","17.5","1215.5","212.9","2017-12-04"
"Al Hanssali","56","668.2","374.3","2018-12-04"
"Al Hanssali","36.4","668.2","243.3","2017-12-04"
"Al Massira","30.7","2657","814.8","2018-12-04"
"Al Massira","18.3","2657","486.2","2017-12-04"
"Oued El Makhazine","91.6","672.9","616.2","2018-12-05"
"Oued El Makhazine","42.2","672.9","283.7","2017-12-05"
"Hassan II","69.6","392.31","273.08","2018-12-05"
"Hassan II","16.5","392.31","64.6","2017-12-05"
"Oued ZA","97.9","94.9","92.9","2018-12-05"
"Oued ZA","40.8","94.9","38.7","2017-12-05"
"Mohamed V","95.6","239.5","229","2018-12-05"
"Mohamed V","23.1","239.5","55.3","2017-12-05"
"Idriss 1er","76.4","1129.6","862.7","2018-12-05"
"Idriss 1er","41.3","1129.6","466","2017-12-05"
"Al Wahda","59.7","3522.3","2102.6","2018-12-05"
"Al Wahda","44.8","3522.3","1576.8","2017-12-05"
"El Kensera","95.8","216.4","207.4","2018-12-05"
"El Kensera","46.6","216.4","100.9","2017-12-05"
"Bin El Ouidane","74.4","1215.5","904.3","2018-12-05"
"Bin El Ouidane","40.4","1215.5","491.2","2017-12-05"
"Al Hanssali","56.2","668.2","375.7","2018-12-05"
"Al Hanssali","63.4","668.2","423.9","2017-12-05"
"Al Massira","30.8","2657","817.3","2018-12-05"
"Al Massira","42.1","2657","1119.7","2017-12-05"
"Oued El Makhazine","91.7","672.9","617.3","2018-12-06"
"Oued El Makhazine","45.6","672.9","306.5","2017-12-06"
"Hassan II","69.7","392.31","273.28","2018-12-06"
"Hassan II","16.8","392.31","66","2017-12-06"
"Oued ZA","97.9","94.9","92.9","2018-12-06"
"Oued ZA","13.6","94.9","12.9","2017-12-06"
"Mohamed V","95.2","239.5","228.1","2018-12-06"
"Mohamed V","10.3","239.5","24.6","2017-12-06"
"Idriss 1er","76.5","1129.6","863.7","2018-12-06"
"Idriss 1er","39.2","1129.6","443.3","2017-12-06"
"Al Wahda","59.8","3522.3","2106.3","2018-12-06"
"Al Wahda","42.3","3522.3","1490.9","2017-12-06"
"El Kensera","96","216.4","207.7","2018-12-06"
"El Kensera","42.2","216.4","91.2","2017-12-06"
"Bin El Ouidane","74.5","1215.5","906.1","2018-12-06"
"Bin El Ouidane","17.6","1215.5","213.6","2017-12-06"
"Al Hanssali","56.5","668.2","377.6","2018-12-06"
"Al Hanssali","36.7","668.2","245","2017-12-06"
"Al Massira","30.8","2657","818.5","2018-12-06"
"Al Massira","18.3","2657","485.8","2017-12-06"
"Oued El Makhazine","91.8","672.9","618","2018-12-07"
"Oued El Makhazine","45.6","672.9","306.5","2017-12-07"
"Hassan II","69.8","392.31","273.77","2018-12-07"
"Hassan II","16.8","392.31","66","2017-12-07"
"Oued ZA","97.9","94.9","92.9","2018-12-07"
"Oued ZA","13.7","94.9","13","2017-12-07"
"Mohamed V","94.4","239.5","226.2","2018-12-07"
"Mohamed V","10.3","239.5","24.8","2017-12-07"
"Idriss 1er","76.6","1129.6","865.1","2018-12-07"
"Idriss 1er","39.3","1129.6","444","2017-12-07"
"Al Wahda","59.9","3522.3","2109","2018-12-07"
"Al Wahda","42.3","3522.3","1490.9","2017-12-07"
"El Kensera","96.1","216.4","207.9","2018-12-07"
"El Kensera","42.2","216.4","91.4","2017-12-07"
"Bin El Ouidane","74.8","1215.5","909.2","2018-12-07"
"Bin El Ouidane","17.6","1215.5","213.7","2017-12-07"
"Al Hanssali","56.8","668.2","379.2","2018-12-07"
"Al Hanssali","36.8","668.2","245.9","2017-12-07"
"Al Massira","30.9","2657","821","2018-12-07"
"Al Massira","18.3","2657","485.8","2017-12-07"
"Oued El Makhazine","92","672.9","619.1","2018-12-08"
"Oued El Makhazine","45.6","672.9","306.5","2017-12-08"
"Hassan II","69.9","392.3","274.1","2018-12-08"
"Hassan II","16.8","392.3","65.9","2017-12-08"
"Oued ZA","98","94.9","93","2018-12-08"
"Oued ZA","13.9","94.9","13.2","2017-12-08"
"Mohamed V","93.6","239.5","224.3","2018-12-08"
"Mohamed V","10.4","239.5","24.9","2017-12-08"
"Idriss 1er","76.7","1129.6","866.6","2018-12-08"
"Idriss 1er","39.4","1129.6","444.7","2017-12-08"
"Al Wahda","60","3522.3","2111.7","2018-12-08"
"Al Wahda","42.3","3522.3","1490.9","2017-12-08"
"El Kensera","96.2","216.4","208.1","2018-12-08"
"El Kensera","42.3","216.4","91.5","2017-12-08"
"Bin El Ouidane","75","1215.5","911.3","2018-12-08"
"Bin El Ouidane","17.6","1215.5","213.7","2017-12-08"
"Al Hanssali","57","668.2","380.6","2018-12-08"
"Al Hanssali","36.9","668.2","246.8","2017-12-08"
"Al Massira","31","2657","824.8","2018-12-08"
"Al Massira","18.2","2657","484.8","2017-12-08"
"Oued El Makhazine","92.1","672.9","619.4","2018-12-09"
"Oued El Makhazine","45.6","672.9","306.5","2017-12-09"
"Hassan II","70","392.3","274.6","2018-12-09"
"Hassan II","16.8","392.3","65.9","2017-12-09"
"Oued ZA","98","94.9","93","2018-12-09"
"Oued ZA","14","94.9","13.3","2017-12-09"
"Mohamed V","93.1","239.5","222.9","2018-12-09"
"Mohamed V","10.4","239.5","24.9","2017-12-09"
"Idriss 1er","76.9","1129.6","868.1","2018-12-09"
"Idriss 1er","39.4","1129.6","445","2017-12-09"
"Al Wahda","60","3522.3","2114.4","2018-12-09"
"Al Wahda","42.3","3522.3","1490.9","2017-12-09"
"El Kensera","96.3","216.4","208.5","2018-12-09"
"El Kensera","42.3","216.4","91.6","2017-12-09"
"Bin El Ouidane","75.2","1215.5","914.3","2018-12-09"
"Bin El Ouidane","17.6","1215.5","213.9","2017-12-09"
"Al Hanssali","57.2","668.2","382.4","2018-12-09"
"Al Hanssali","36.9","668.2","246.9","2017-12-09"
"Al Massira","31.2","2657","827.9","2018-12-09"
"Al Massira","18.1","2657","481.1","2017-12-09"
"Oued El Makhazine","92.2","672.9","620.1","2018-12-10"
"Oued El Makhazine","45.5","672.9","306.3","2017-12-10"
"Hassan II","70","392.31","274.67","2018-12-10"
"Hassan II","16.8","392.31","65.9","2017-12-10"
"Oued ZA","98.1","94.9","93.1","2018-12-10"
"Oued ZA","14.2","94.9","13.4","2017-12-10"
"Mohamed V","92.7","239.5","222","2018-12-10"
"Mohamed V","10.4","239.5","25","2017-12-10"
"Idriss 1er","76.9","1129.6","868.6","2018-12-10"
"Idriss 1er","39.4","1129.6","445.4","2017-12-10"
"Al Wahda","60.1","3522.3","2117.2","2018-12-10"
"Al Wahda","42.3","3522.3","1490.9","2017-12-10"
"El Kensera","96.6","216.4","209","2018-12-10"
"El Kensera","42.3","216.4","91.6","2017-12-10"
"Bin El Ouidane","75.3","1215.5","915.5","2018-12-10"
"Bin El Ouidane","17.6","1215.5","213.9","2017-12-10"
"Al Hanssali","57.3","668.2","382.9","2018-12-10"
